more_information,info_id,date
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-12
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-14
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-16
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-19
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-21
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-23
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-19
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-20
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-21
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-22
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-23
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-24
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-25
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-26
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-27
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-28
"Around 70 workers will strike from 19 October to 29 October.

HGV drivers and shunters at Mullers’ Stonehouse factory in Gloucestershire are striking over imposed rota changes by the company that will negatively impact the workers’ quality of life and contravenes an agreement with Unite signed by the company earlier this year.",95,2022-10-29
"A decade of below-inflation pay cuts has left many members struggling, having to choose between heat and eat, using food banks, going to libraries to stay warm, whilst upper management earn over £100K AND refuse to talk to unions! This is unacceptable, we demand better!",96,NA
