id,trade_unions_taking_action,email_solidarity,employer_name,action_reason,action_start,constituency,region,country,more_information,strike_status,status,location/lat,location/lng,twitter_handles,union/slug,union
20749,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Cities of London and Westminster,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.49984,-0.124663,@CWUnews,cwu,
19717,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Glasgow North East,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.874947,-4.224093,@CWUnews,cwu,
20672,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South Swindon,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.551195,-1.725756,@CWUnews,cwu,
20733,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Newcastle-under-Lyme,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.031064,-2.244934,@CWUnews,cwu,
20172,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Motherwell and Wishaw,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.793568,-3.994949,@CWUnews,cwu,
20173,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Lanark and Hamilton East,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.670376,-3.762331,@CWUnews,cwu,
20174,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Dumfriesshire, Clydesdale and Tweeddale",null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.62393,-3.523716,@CWUnews,cwu,
20407,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Grantham and Stamford,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.768124,-0.3795,@CWUnews,cwu,
20408,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South Holland and The Deepings,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.8038,-0.147542,@CWUnews,cwu,
20836,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,St Ives,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.100532,-5.275638,@CWUnews,cwu,
20287,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Monmouth,null,Wales,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.702419,-2.905631,@CWUnews,cwu,
20625,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Camberwell and Peckham,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.473914,-0.096725,@CWUnews,cwu,
20908,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Wakefield,Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.679473,-1.500929,@CWUnews,cwu,
20649,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Tatton,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.328229,-2.231364,@CWUnews,cwu,
21538,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Woking,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.324511,-0.585044,@CWUnews,cwu,
20727,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Stone,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.823802,-2.300646,@CWUnews,cwu,
20616,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Lewisham West and Penge,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.437114,-0.053321,@CWUnews,cwu,
20720,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Stone,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.987953,-1.987906,@CWUnews,cwu,
20793,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.719381,-2.748953,@CWUnews,cwu,
20791,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.871447,-2.091894,@CWUnews,cwu,
20794,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.599558,-2.43233,@CWUnews,cwu,
20512,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Basingstoke,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.277326,-1.107874,@CWUnews,cwu,
20878,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Ealing North,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.513921,-0.321631,@CWUnews,cwu,
20486,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Isle of Wight,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.717602,-1.157821,@CWUnews,cwu,
20542,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Hornchurch and Upminster,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.552319,0.246539,@CWUnews,cwu,
20228,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Gateshead,North East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.958273,-1.600635,@CWUnews,cwu,
20417,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Boston and Skegness,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.14435,0.335996,@CWUnews,cwu,
20115,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Heywood and Middleton,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.547887,-2.198785,@CWUnews,cwu,
20383,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Argyll and Bute,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.951249,-4.928928,@CWUnews,cwu,
20513,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,North East Hampshire,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.279729,-0.957842,@CWUnews,cwu,
20575,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Sheffield, Heeley",Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.350839,-1.484509,@CWUnews,cwu,
20666,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,North Wiltshire,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.439363,-2.005951,@CWUnews,cwu,
20702,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,New Forest West,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.928646,-1.789019,@CWUnews,cwu,
20867,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Brentford and Isleworth,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.450964,-0.386827,@CWUnews,cwu,
20681,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Southampton, Itchen",South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.917776,-1.386821,@CWUnews,cwu,
20402,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Argyll and Bute,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,56.517311,-5.945002,@CWUnews,cwu,
20941,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South Staffordshire,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.527709,-2.213314,@CWUnews,cwu,
20547,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Hornchurch and Upminster,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.605533,0.223874,@CWUnews,cwu,
20326,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,North Norfolk,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.930761,1.301434,@CWUnews,cwu,
20406,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Paisley and Renfrewshire North,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.905398,-4.45456,@CWUnews,cwu,
20100,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Leeds North East,Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.811136,-1.537957,@CWUnews,cwu,
20859,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Spelthorne,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.427504,-0.444876,@CWUnews,cwu,
20110,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Manchester, Withington",North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.439113,-2.221926,@CWUnews,cwu,
20386,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Paisley and Renfrewshire South,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.848407,-4.438248,@CWUnews,cwu,
20529,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Mid Sussex,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.954052,-0.154065,@CWUnews,cwu,
20725,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Stafford,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.80306,-2.123012,@CWUnews,cwu,
20339,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Holborn and St Pancras,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.538181,-0.135171,@CWUnews,cwu,
20372,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Oxford East,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.734568,-1.209088,@CWUnews,cwu,
20835,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Camborne and Redruth,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.152111,-5.100402,@CWUnews,cwu,
20674,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South Swindon,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.552032,-1.722576,@CWUnews,cwu,
20277,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Daventry,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.339468,-0.82435,@CWUnews,cwu,
